video_id,as_of_date_utc,as_of_ts_utc,viewCount,likeCount,commentCount
-A4v_1_PS7U,2025-10-18,2025-10-19T10:58:11.988577+00:00,85780,1773,28
8ZBn4YGYFH8,2025-10-18,2025-10-19T10:58:11.988582+00:00,95568,547,10
vj3g8wixkdo,2025-10-18,2025-10-19T10:58:11.988588+00:00,152141,3423,8
ddJx8j38vSs,2025-10-18,2025-10-19T10:58:11.988594+00:00,99324,1789,21
KJpTj-c8Z_U,2025-10-18,2025-10-19T10:58:11.988600+00:00,57906,669,6
bxqN-7kJLm0,2025-10-18,2025-10-19T10:58:11.988606+00:00,36979,2877,28
hKWlr2CvT1M,2025-10-18,2025-10-19T10:58:11.988613+00:00,69584,1002,9
7msfadTFUmo,2025-10-18,2025-10-19T10:58:11.988619+00:00,34318,0,26
2XkX3zqeCh4,2025-10-18,2025-10-19T10:58:11.988624+00:00,43809,720,8
nDPBAN3VSso,2025-10-18,2025-10-19T10:58:11.988631+00:00,29265,1177,19
5kzRUqGPhR8,2025-10-18,2025-10-19T10:58:11.988637+00:00,36009,189,0
5fKAtRuNQh8,2025-10-18,2025-10-19T10:58:11.988643+00:00,36266,724,4
W05VdX7YI_I,2025-10-18,2025-10-19T10:58:11.988650+00:00,30540,369,7
qDUy85M049I,2025-10-18,2025-10-19T10:58:11.988656+00:00,25071,0,5
rsMErF_Fit0,2025-10-18,2025-10-19T10:58:11.988661+00:00,22776,741,2
A1iwSjNE8Sc,2025-10-18,2025-10-19T10:58:11.988667+00:00,26347,687,73
nAmBtjkfAjo,2025-10-18,2025-10-19T10:58:11.988673+00:00,17396,963,12
Gl47AE17FEg,2025-10-18,2025-10-19T10:58:11.988679+00:00,12117,500,5
Vryfn0CM3qU,2025-10-18,2025-10-19T10:58:11.988685+00:00,5623,205,18
Zrikj7jVxxw,2025-10-18,2025-10-19T10:58:11.988692+00:00,13409,115,2
l1C3m7vNfHY,2025-10-18,2025-10-19T10:58:11.988697+00:00,14096,152,3
Lyy2zTLvpoc,2025-10-18,2025-10-19T10:58:14.252133+00:00,17394,547,4
3RGDNyjKmwE,2025-10-18,2025-10-19T10:58:14.252185+00:00,12958,140,2
6BIwnRYT8Xs,2025-10-18,2025-10-19T10:58:14.252196+00:00,13053,1487,5
ScFg1Jfj34w,2025-10-18,2025-10-19T10:58:14.252203+00:00,6750,184,56
q4b1Deabq9Y,2025-10-18,2025-10-19T10:58:14.252211+00:00,11500,86,0
bYh_f6qvB1o,2025-10-18,2025-10-19T10:58:14.252218+00:00,9904,388,0
LLbpqX4F12c,2025-10-18,2025-10-19T10:58:14.252225+00:00,15236,784,8
WJSKnqNf044,2025-10-18,2025-10-19T10:58:14.252231+00:00,12054,307,1
jVMvZJBupig,2025-10-18,2025-10-19T10:58:14.252238+00:00,11428,91,10
OUCSD46TSoQ,2025-10-18,2025-10-19T10:58:14.252244+00:00,10161,201,13
Cbpv_FwFIKc,2025-10-18,2025-10-19T10:58:14.252251+00:00,13726,207,0
_gKDo6AI51U,2025-10-18,2025-10-19T10:58:14.252257+00:00,9550,226,7
Z8tidmBfDiA,2025-10-18,2025-10-19T10:58:14.252265+00:00,7840,99,4
JAZGEUOthvE,2025-10-18,2025-10-19T10:58:14.252270+00:00,8158,85,0
hiEZ4ne5tRQ,2025-10-18,2025-10-19T10:58:14.252277+00:00,7509,134,2
ee4Lm8wVGuU,2025-10-18,2025-10-19T10:58:14.252284+00:00,6472,103,1
A76ecpqkJF4,2025-10-18,2025-10-19T10:58:14.252291+00:00,4893,183,85
3SnyYjS3qcU,2025-10-18,2025-10-19T10:58:14.252298+00:00,4878,103,4
K2UWnUv_J94,2025-10-18,2025-10-19T10:58:14.252304+00:00,2754,51,1
oJQDo7CAJhw,2025-10-18,2025-10-19T10:58:14.252312+00:00,5422,29,0
ZlwdzJ317-A,2025-10-18,2025-10-19T10:58:14.252317+00:00,4300,156,1
Y327TvURroI,2025-10-18,2025-10-19T10:58:14.252324+00:00,3292,44,14
mG0_dX2hji4,2025-10-18,2025-10-19T10:58:14.252330+00:00,285544,2272,46
XGQlfl-gZdU,2025-10-18,2025-10-19T10:58:14.252336+00:00,40461,1252,49
L-jzj98cFgE,2025-10-18,2025-10-19T10:58:14.252343+00:00,35828,179,0
beMLKG0uV_0,2025-10-18,2025-10-19T10:58:14.252349+00:00,26449,242,6
UprHNCop31Q,2025-10-18,2025-10-19T10:58:14.252355+00:00,31418,493,2
2QsUwwgNPoc,2025-10-18,2025-10-19T10:58:14.252361+00:00,7031,92,0
1GY0YG_h7NY,2025-10-18,2025-10-19T10:58:14.252368+00:00,8764,31,0
VAc6xDA99fw,2025-10-18,2025-10-19T10:58:14.252374+00:00,1158,26,6
TCunipHAXCc,2025-10-18,2025-10-19T10:58:14.252380+00:00,3803,53,0
8OHmU21mrPI,2025-10-18,2025-10-19T10:58:14.252386+00:00,1567,8,0
UiFrEY82LWY,2025-10-18,2025-10-19T10:58:14.252392+00:00,1659,75,0
aF8bV4pGXjo,2025-10-18,2025-10-19T10:58:14.252399+00:00,1010,36,0
G88wVek9cM4,2025-10-18,2025-10-19T10:58:14.252405+00:00,2545,22,4
_PG4Tvpq6UI,2025-10-18,2025-10-19T10:58:14.252412+00:00,1897,11,0
JFocDbn2Fm8,2025-10-18,2025-10-19T10:58:14.252418+00:00,2246,23,0
pFExWn4Mmu0,2025-10-18,2025-10-19T10:58:14.252425+00:00,1425,9,0
GztC2QwjJsc,2025-10-18,2025-10-19T10:58:14.252431+00:00,1555,15,0
wJmwrFSjLVI,2025-10-18,2025-10-19T10:58:14.252437+00:00,1783,12,0
G-c2KLKt5dU,2025-10-18,2025-10-19T10:58:14.252443+00:00,945,13,1
DBFYfyC_-nU,2025-10-18,2025-10-19T10:58:14.252449+00:00,1112,15,0
Himn4GksQhw,2025-10-18,2025-10-19T10:58:14.252455+00:00,966,20,0
Ao4St7u_f7s,2025-10-18,2025-10-19T10:58:14.252462+00:00,1076,22,0
3JB_cNHLwEI,2025-10-18,2025-10-19T10:58:14.252468+00:00,1193,4,1
gW6i1yMqjbc,2025-10-18,2025-10-19T10:58:14.252474+00:00,1316,6,0
VaxtI7zqn6I,2025-10-18,2025-10-19T10:58:14.252479+00:00,927,15,2
_-vDl13G-bM,2025-10-18,2025-10-19T10:58:14.252485+00:00,1001,3,0
2IF1iQc6A1k,2025-10-18,2025-10-19T10:58:14.252491+00:00,1062,6,0
Zcruu2Gf5GY,2025-10-18,2025-10-19T10:58:14.252497+00:00,1109,118,0
lJy96ALuyvk,2025-10-18,2025-10-19T10:58:16.512520+00:00,581,13,0
RFdov6NBMb4,2025-10-18,2025-10-19T10:58:16.512567+00:00,1037,8,0
xWozqT-6bYA,2025-10-18,2025-10-19T10:58:16.512577+00:00,9163,11,0
n959exwEgu0,2025-10-18,2025-10-19T10:58:16.512585+00:00,1139,4,0
maP0VQjg8E4,2025-10-18,2025-10-19T10:58:16.512592+00:00,315,9,7
bSTBcgAZpT8,2025-10-18,2025-10-19T10:58:16.512599+00:00,608,4,0
jFVRbgPk3Ck,2025-10-18,2025-10-19T10:58:16.512605+00:00,575,3,1
LiXFpK9w0ns,2025-10-18,2025-10-19T10:58:16.512611+00:00,496,6,1
h6XiNQ1Y-Ok,2025-10-18,2025-10-19T10:58:16.512618+00:00,1110,49,0
QimEYCHLM48,2025-10-18,2025-10-19T10:58:16.512624+00:00,66,13,28
w9_7GIB9sMY,2025-10-18,2025-10-19T10:58:16.512631+00:00,125,8,0
JmoIL0WBMFs,2025-10-18,2025-10-19T10:58:16.512643+00:00,19,1,0
vYDsk1vc-KQ,2025-10-18,2025-10-19T10:58:16.512649+00:00,7715,36,2
z4lKBG_eAs4,2025-10-18,2025-10-19T10:58:16.512656+00:00,1153,13,0
jQt3YR-d6YY,2025-10-18,2025-10-19T10:58:16.512664+00:00,1184,6,0
3Xi2_0XvR1k,2025-10-18,2025-10-19T10:58:16.512670+00:00,807,17,0
5YPbCTkhHwo,2025-10-18,2025-10-19T10:58:16.512677+00:00,257,10,0
-nsa3Xty7OY,2025-10-18,2025-10-19T10:58:16.512684+00:00,0,0,0
Pwu9KJUzJzY,2025-10-18,2025-10-19T10:58:16.512691+00:00,2,0,0
asBRaTlfgPo,2025-10-18,2025-10-19T10:58:16.512698+00:00,1930,15,0
wtk5PrpwZfo,2025-10-18,2025-10-19T10:58:16.512704+00:00,294,4,0
HFCbBl3ONGc,2025-10-18,2025-10-19T10:58:16.512711+00:00,196,2,0
FXeMeS_jm5o,2025-10-18,2025-10-19T10:58:16.512717+00:00,548,4,0
SPX9083HQwg,2025-10-18,2025-10-19T10:58:16.512724+00:00,439,3,0
h7ndrljjXH8,2025-10-18,2025-10-19T10:58:16.512730+00:00,76,20,12
vXSr_CkkgX8,2025-10-18,2025-10-19T10:58:16.512737+00:00,222,0,0
MHKQY2hh1yA,2025-10-18,2025-10-19T10:58:16.512743+00:00,24,1,0
pBN0oOG2p4g,2025-10-18,2025-10-19T10:58:16.512750+00:00,11,0,0
LknF-cPSL-I,2025-10-18,2025-10-19T10:58:16.512757+00:00,105,4,0
XRS4OS8z6Yc,2025-10-18,2025-10-19T10:58:16.512764+00:00,1712,20,1
3sBSWfOdClY,2025-10-18,2025-10-19T10:58:16.512771+00:00,292,3,0
7MaLkaC6EuA,2025-10-18,2025-10-19T10:58:16.512777+00:00,5,0,0
EIyNDqVGCyA,2025-10-18,2025-10-19T10:58:16.512784+00:00,2,0,0
DqmvZF6lrYE,2025-10-18,2025-10-19T10:58:16.512790+00:00,158,11,0
jUGycqLOXxY,2025-10-18,2025-10-19T10:58:16.512797+00:00,240,2,0
_a8C_QfZr3g,2025-10-18,2025-10-19T10:58:16.512803+00:00,1430,24,5
_xkmyR2gd84,2025-10-18,2025-10-19T10:58:16.512810+00:00,1001,25,8
bp5sarjj-xA,2025-10-18,2025-10-19T10:58:16.512816+00:00,3292,42,6
blG7-8-YITw,2025-10-18,2025-10-19T10:58:16.512823+00:00,1085,23,4
vrQfTpyiD9E,2025-10-18,2025-10-19T10:58:16.512829+00:00,1085,15,0
ZcUiiKHBIZw,2025-10-18,2025-10-19T10:58:16.512836+00:00,297,8,0
VCh0Am1P0ic,2025-10-18,2025-10-19T10:58:16.512843+00:00,37,1,0
3-6yjNdTe6A,2025-10-18,2025-10-19T10:58:16.512849+00:00,626,3,0
TWjOIcRG0tI,2025-10-18,2025-10-19T10:58:16.512857+00:00,497,0,0
fbSyI4Ppswg,2025-10-18,2025-10-19T10:58:16.512863+00:00,501,1,0
HM6xDp7mWfo,2025-10-18,2025-10-19T10:58:16.512870+00:00,278,1,0
lP_Fgjyhnys,2025-10-18,2025-10-19T10:58:16.512876+00:00,91,3,0
XYrAm8YzSW8,2025-10-18,2025-10-19T10:58:16.512882+00:00,586,1,0
-WEPmu-wr8Q,2025-10-18,2025-10-19T10:58:16.512889+00:00,1160,1,0
OyUDvLhBZ98,2025-10-18,2025-10-19T10:58:16.512895+00:00,5,0,0
uipdDGRfAN4,2025-10-18,2025-10-19T10:58:18.829999+00:00,0,0,0
7bJHMSruDKY,2025-10-18,2025-10-19T10:58:18.830049+00:00,1279,56,6
lJOyRZb6hxo,2025-10-18,2025-10-19T10:58:18.830057+00:00,1731,17,0
6hSGBaKdUpo,2025-10-18,2025-10-19T10:58:18.830065+00:00,459,6,0
d99rKe6NHTU,2025-10-18,2025-10-19T10:58:18.830072+00:00,456,1,0
JxMmoPg5zPw,2025-10-18,2025-10-19T10:58:18.830078+00:00,1,0,0
s7N8PKQV6-U,2025-10-18,2025-10-19T10:58:18.830085+00:00,3621,129,7
t1WMAelNaBo,2025-10-18,2025-10-19T10:58:18.830093+00:00,3591,37,1
qaxSnYINuGA,2025-10-18,2025-10-19T10:58:18.830099+00:00,1350,25,2
HkFPX5606VM,2025-10-18,2025-10-19T10:58:18.830106+00:00,959,8,0
aR4xfeMeeVs,2025-10-18,2025-10-19T10:58:18.830112+00:00,991,4,0
1F_A8sFtXIw,2025-10-18,2025-10-19T10:58:18.830118+00:00,576,36,5
6z9EvtYooIM,2025-10-18,2025-10-19T10:58:18.830125+00:00,165,5,4
eadmRwukIms,2025-10-18,2025-10-19T10:58:18.830132+00:00,176,13,0
NMNlhLrhJRY,2025-10-18,2025-10-19T10:58:18.830138+00:00,449,4,0
gnu1Q3J6o34,2025-10-18,2025-10-19T10:58:18.830144+00:00,48,9,7
kPHY4898Lws,2025-10-18,2025-10-19T10:58:18.830150+00:00,205,1,0
ofzxFh28Rs8,2025-10-18,2025-10-19T10:58:18.830157+00:00,81,2,0
l917TBXz4nk,2025-10-18,2025-10-19T10:58:18.830164+00:00,53,3,0
xayOaYZ6loQ,2025-10-18,2025-10-19T10:58:18.830171+00:00,123,1,0
JfJR-de10Kg,2025-10-18,2025-10-19T10:58:18.830177+00:00,4,0,0
BFSce4aT6xM,2025-10-18,2025-10-19T10:58:18.830184+00:00,3,0,0
bDYRrFTrBts,2025-10-18,2025-10-19T10:58:18.830190+00:00,120,1,0
1u4atkRSZAI,2025-10-18,2025-10-19T10:58:18.830196+00:00,580,3,0
lRO3LiyhmtM,2025-10-18,2025-10-19T10:58:18.830203+00:00,12,1,2
kuXsJ3D_SzI,2025-10-18,2025-10-19T10:58:18.830209+00:00,89983,686,428
E5Afh7O88KE,2025-10-18,2025-10-19T10:58:18.830216+00:00,32771,267,119
G3fgpPM_R20,2025-10-18,2025-10-19T10:58:18.830222+00:00,24134,514,438
XUq9-SRQ_1Q,2025-10-18,2025-10-19T10:58:18.830228+00:00,20751,212,52
z5aETp_jdOA,2025-10-18,2025-10-19T10:58:18.830234+00:00,60716,75,4
8gy6Jwf-mbk,2025-10-18,2025-10-19T10:58:18.830241+00:00,13533,861,218
0PWIBwGORVg,2025-10-18,2025-10-19T10:58:18.830247+00:00,11574,467,83
ve1rkKzq7XE,2025-10-18,2025-10-19T10:58:18.830254+00:00,9046,49,23
D8WkizXIHMo,2025-10-18,2025-10-19T10:58:18.830260+00:00,11437,58,7
yrauSD1yJqI,2025-10-18,2025-10-19T10:58:18.830266+00:00,3414,12,0
GJEzjtUHW3M,2025-10-18,2025-10-19T10:58:18.830272+00:00,2064,259,67
YtqQfBFVLRk,2025-10-18,2025-10-19T10:58:18.830278+00:00,1298,24,7
aCk_vLUOYZg,2025-10-18,2025-10-19T10:58:18.830284+00:00,1296,52,30
SAEvzD3uObs,2025-10-18,2025-10-19T10:58:18.830289+00:00,1705,44,1
S4JIm1UN5Kg,2025-10-18,2025-10-19T10:58:18.830296+00:00,1065,20,7
wLtHgKfElH8,2025-10-18,2025-10-19T10:58:18.830301+00:00,882,17,20
MaO1ccwomsw,2025-10-18,2025-10-19T10:58:18.830307+00:00,753,44,50
vKY6wgQ4hbI,2025-10-18,2025-10-19T10:58:18.830313+00:00,700,23,0
_qD0zkafROQ,2025-10-18,2025-10-19T10:58:18.830319+00:00,1058,1,1
3PT0RqfIbjE,2025-10-18,2025-10-19T10:58:18.830325+00:00,748,15,3
ntxCbFDW3js,2025-10-18,2025-10-19T10:58:18.830331+00:00,646,19,4
oUyk1cIYVgk,2025-10-18,2025-10-19T10:58:18.830336+00:00,1340,0,0
xdd1Nd3vByM,2025-10-18,2025-10-19T10:58:18.830343+00:00,625,20,0
EZM8c0kfRMc,2025-10-18,2025-10-19T10:58:18.830349+00:00,548,5,1
LVWCTST9lyc,2025-10-18,2025-10-19T10:58:18.830355+00:00,829,0,0
Jauw74dknd8,2025-10-18,2025-10-19T10:58:21.105291+00:00,571,20,7
V_leZGoLyZo,2025-10-18,2025-10-19T10:58:21.105338+00:00,496,20,3
J4ei5Ipknz8,2025-10-18,2025-10-19T10:58:21.105348+00:00,505,11,7
2iR35DdukTw,2025-10-18,2025-10-19T10:58:21.105355+00:00,429,13,15
p_LXyvogfgo,2025-10-18,2025-10-19T10:58:21.105361+00:00,299,24,1
G2BwEI3k3Zs,2025-10-18,2025-10-19T10:58:21.105368+00:00,24,2,0
-cgiI6WMLuY,2025-10-18,2025-10-19T10:58:21.105374+00:00,75,1,0
gB6MUS8H5h0,2025-10-18,2025-10-19T10:58:21.105382+00:00,281,5,2
R28eIyRji2k,2025-10-18,2025-10-19T10:58:21.105388+00:00,10893,374,206
8yvNgIAcffk,2025-10-18,2025-10-19T10:58:21.105394+00:00,2609,17,0
rNMoyVr-NfE,2025-10-18,2025-10-19T10:58:21.105400+00:00,337,2,2
_Uh3xMtnfHE,2025-10-18,2025-10-19T10:58:21.105410+00:00,39,2,0
T4gFpMXNOkg,2025-10-18,2025-10-19T10:58:21.105417+00:00,17,7,0
UqJLVxV-H0I,2025-10-18,2025-10-19T10:58:21.105423+00:00,5625,29,3
PcGENcAlVA0,2025-10-18,2025-10-19T10:58:21.105431+00:00,2788,15,0
M7i3jc8gw90,2025-10-18,2025-10-19T10:58:21.105437+00:00,960,5,0
k50oMFhvZSY,2025-10-18,2025-10-19T10:58:21.105443+00:00,2443,8,0
uQV8yToRgwc,2025-10-18,2025-10-19T10:58:21.105450+00:00,247,3,0
UMYC-An5Wa4,2025-10-18,2025-10-19T10:58:21.105456+00:00,169477,92,9
rRGjlIL_nCs,2025-10-18,2025-10-19T10:58:21.105463+00:00,7347,678,19
phfNKqYUKoI,2025-10-18,2025-10-19T10:58:21.105470+00:00,1799,8,0
w9aJk_LTf3I,2025-10-18,2025-10-19T10:58:21.105476+00:00,1824,7,0
h307hqGlwDA,2025-10-18,2025-10-19T10:58:21.105482+00:00,1242,63,6
pPdFstwQzog,2025-10-18,2025-10-19T10:58:21.105489+00:00,1017,56,0
Bmv5SvFJJrs,2025-10-18,2025-10-19T10:58:21.105495+00:00,432,16,1
An3cpVjVgAM,2025-10-18,2025-10-19T10:58:21.105501+00:00,317,16,1
J8p15xTQifI,2025-10-18,2025-10-19T10:58:21.105507+00:00,589,5,0
V9cnUkQ7Hn8,2025-10-18,2025-10-19T10:58:21.105513+00:00,162,18,0
MJw7EU54TCw,2025-10-18,2025-10-19T10:58:21.105520+00:00,41,9,0
sqhswo-9pVI,2025-10-18,2025-10-19T10:58:21.105526+00:00,43,1,0
LlO8iqTEN1I,2025-10-18,2025-10-19T10:58:21.105532+00:00,6,0,0
tGYLiWCWeso,2025-10-18,2025-10-19T10:58:21.105539+00:00,1402,24,0
GUCwHO5EOb4,2025-10-18,2025-10-19T10:58:21.105545+00:00,32164,1625,27
2CYBrtF-zY8,2025-10-18,2025-10-19T10:58:21.105551+00:00,1909,91,8
ktfBBLoF6pQ,2025-10-18,2025-10-19T10:58:21.105557+00:00,1349,40,2
cUOMNqfuuA4,2025-10-18,2025-10-19T10:58:21.105564+00:00,41,2,0
TneXWxp8aQI,2025-10-18,2025-10-19T10:58:21.105570+00:00,2761955,134503,440
o6kPHYJoBlk,2025-10-18,2025-10-19T10:58:21.105576+00:00,796714,12681,324
15ALKe_T3n0,2025-10-18,2025-10-19T10:58:21.105583+00:00,658154,33844,435
R1QgrBo3BIw,2025-10-18,2025-10-19T10:58:21.105589+00:00,474359,9893,460
UyFfAPw5FLo,2025-10-18,2025-10-19T10:58:21.105595+00:00,323546,21808,158
Ii2hcrRwWwM,2025-10-18,2025-10-19T10:58:21.105601+00:00,161304,3836,56
_Ub_1zhgAjo,2025-10-18,2025-10-19T10:58:21.105607+00:00,113151,1921,8
rNjhiVKf7m0,2025-10-18,2025-10-19T10:58:21.105613+00:00,43660,1260,31
MX6r6UFs7v4,2025-10-18,2025-10-19T10:58:21.105620+00:00,56095,1245,149
NzN-G73s5KU,2025-10-18,2025-10-19T10:58:21.105627+00:00,31343,2218,31
xJPb3akuhws,2025-10-18,2025-10-19T10:58:21.105635+00:00,44246,795,4
NFbWT4rdgew,2025-10-18,2025-10-19T10:58:21.105641+00:00,27411,642,13
kA3f7FfmqXo,2025-10-18,2025-10-19T10:58:21.105647+00:00,26291,565,0
6UGUJHOl3Z0,2025-10-18,2025-10-19T10:58:21.105654+00:00,28523,342,2
m7B8MVGHvF4,2025-10-18,2025-10-19T10:58:23.365572+00:00,21948,988,12
7jo9-idGZPs,2025-10-18,2025-10-19T10:58:23.365624+00:00,28487,0,1
-WHLGckvS2U,2025-10-18,2025-10-19T10:58:23.365634+00:00,19260,66,37
wQcPYcXmTvM,2025-10-18,2025-10-19T10:58:23.365642+00:00,24677,786,13
MHHWG27_XdI,2025-10-18,2025-10-19T10:58:23.365649+00:00,20093,906,39
woemy5j2SR4,2025-10-18,2025-10-19T10:58:23.365655+00:00,16525,713,3
3SXH0TxbPjg,2025-10-18,2025-10-19T10:58:23.365663+00:00,26140,82,0
f7dTr1R9LrY,2025-10-18,2025-10-19T10:58:23.365670+00:00,14620,167,1
8Jisy26G9Fc,2025-10-18,2025-10-19T10:58:23.365676+00:00,17783,159,2
KvgGNFFzk6g,2025-10-18,2025-10-19T10:58:23.365683+00:00,11999,195,1
StE_c7vQ8_E,2025-10-18,2025-10-19T10:58:23.365690+00:00,11096,286,2
tQ3YPZJ1Fi8,2025-10-18,2025-10-19T10:58:23.365697+00:00,5307,113,14
ob898g9iYbs,2025-10-18,2025-10-19T10:58:23.365704+00:00,9322,541,0
X3Nky1MV2kQ,2025-10-18,2025-10-19T10:58:23.365710+00:00,7896,82,4
J5GZSgIe6d4,2025-10-18,2025-10-19T10:58:23.365717+00:00,5655,80,2
-ZXG7AqXbqE,2025-10-18,2025-10-19T10:58:23.365723+00:00,8064,58,0
kA_FzPcdKEQ,2025-10-18,2025-10-19T10:58:23.365730+00:00,7712,258,0
ugx4E4XYrUA,2025-10-18,2025-10-19T10:58:23.365736+00:00,5680,23,20
xepNuInjwhI,2025-10-18,2025-10-19T10:58:23.365743+00:00,3957,128,4
Hriz_0hpuEI,2025-10-18,2025-10-19T10:58:23.365749+00:00,5975,25,1
VNHnUVqQZkc,2025-10-18,2025-10-19T10:58:23.365755+00:00,4373,17,0
fO7_b2pquj4,2025-10-18,2025-10-19T10:58:23.365762+00:00,3358,41,0
xxI_sFihLWA,2025-10-18,2025-10-19T10:58:23.365769+00:00,4234,0,3
_58Yzm9bh-U,2025-10-18,2025-10-19T10:58:23.365775+00:00,4213,26,0
1RicNLrv8F8,2025-10-18,2025-10-19T10:58:23.365781+00:00,1750,18,1
nuIUYNZSat4,2025-10-18,2025-10-19T10:58:23.365787+00:00,3500,22,2
dQiAFAi00ew,2025-10-18,2025-10-19T10:58:23.365793+00:00,1487,93,15
mo0QHpmPqvk,2025-10-18,2025-10-19T10:58:23.365801+00:00,3188,39,16
IDue8H0Iqw8,2025-10-18,2025-10-19T10:58:23.365807+00:00,2537,73,1
D6JJ376PtYs,2025-10-18,2025-10-19T10:58:23.365814+00:00,635356,14573,33
pVovxyt4ufw,2025-10-18,2025-10-19T10:58:23.365820+00:00,72557,3449,56
XWqPQ0bjbDw,2025-10-18,2025-10-19T10:58:23.365828+00:00,44586,381,6
WH15ZQqP-Z8,2025-10-18,2025-10-19T10:58:23.365834+00:00,32013,547,13
8wHcst83VDc,2025-10-18,2025-10-19T10:58:23.365840+00:00,26684,114,0
95H58SuA_wU,2025-10-18,2025-10-19T10:58:23.365847+00:00,11206,78,0
VSnmp3rur1A,2025-10-18,2025-10-19T10:58:23.365854+00:00,8877,314,27
qcq8F1jEG6E,2025-10-18,2025-10-19T10:58:23.365860+00:00,6503,33,0
-q0exnL-z0Q,2025-10-18,2025-10-19T10:58:23.365866+00:00,8679,192,7
acaK-0u6NRI,2025-10-18,2025-10-19T10:58:23.365872+00:00,5110,0,0
6ra8ePdlQbo,2025-10-18,2025-10-19T10:58:23.365878+00:00,4239,54,0
4fIPHooGjI0,2025-10-18,2025-10-19T10:58:23.365884+00:00,3714,25,4
Ja7hfwYIf7E,2025-10-18,2025-10-19T10:58:23.365891+00:00,2622,36,6
lNF1wU_ILrM,2025-10-18,2025-10-19T10:58:23.365896+00:00,3144,12,0
M6dMAz7HhaE,2025-10-18,2025-10-19T10:58:23.365902+00:00,2144,32,2
IljG9WG5FPY,2025-10-18,2025-10-19T10:58:23.365908+00:00,2063,22,0
8xhQc2R88NI,2025-10-18,2025-10-19T10:58:23.365914+00:00,2742,33,0
w1z8nQBbi-w,2025-10-18,2025-10-19T10:58:23.365921+00:00,2706,12,0
Rnh8e82Kqt8,2025-10-18,2025-10-19T10:58:23.365927+00:00,1739,13,0
vzNkQKzipyw,2025-10-18,2025-10-19T10:58:23.365933+00:00,1999,12,2
RD7B8BnKRNE,2025-10-18,2025-10-19T10:58:23.365939+00:00,1581,13,0
SOAAJGhFX5k,2025-10-18,2025-10-19T10:58:25.683285+00:00,2112,13,2
QkKfEBHn8nA,2025-10-18,2025-10-19T10:58:25.683330+00:00,1254,10,0
52apIbcvp58,2025-10-18,2025-10-19T10:58:25.683340+00:00,2772,2,0
4NgWpnjJDM0,2025-10-18,2025-10-19T10:58:25.683347+00:00,918,9,0
Y5ftg_LeYso,2025-10-18,2025-10-19T10:58:25.683355+00:00,1286,9,0
z9pjmV1sSfY,2025-10-18,2025-10-19T10:58:25.683361+00:00,403,24,29
T2C-2UQRSzo,2025-10-18,2025-10-19T10:58:25.683367+00:00,1916,206,2
kfGQZSD5Wnw,2025-10-18,2025-10-19T10:58:25.683373+00:00,970,14,0
L84Zt9jVk10,2025-10-18,2025-10-19T10:58:25.683379+00:00,1161,28,0
I0CtY80GByU,2025-10-18,2025-10-19T10:58:25.683385+00:00,1020,11,0
KVLswFz49lY,2025-10-18,2025-10-19T10:58:25.683393+00:00,956,18,0
5l6o5wQwkI4,2025-10-18,2025-10-19T10:58:25.683399+00:00,19136,155,0
jpGOC3MNKT0,2025-10-18,2025-10-19T10:58:25.683405+00:00,12522,102,4
PiSzE7IsLrc,2025-10-18,2025-10-19T10:58:25.683412+00:00,5814,270,14
g90ycbk-GYI,2025-10-18,2025-10-19T10:58:25.683419+00:00,3888,65,0
1QOmcz_hJmk,2025-10-18,2025-10-19T10:58:25.683427+00:00,1204,33,11
1wqGQwX32Z0,2025-10-18,2025-10-19T10:58:25.683433+00:00,1160,15,0
Tgds9BzhANk,2025-10-18,2025-10-19T10:58:25.683440+00:00,137,1,0
VQZtErHsSPE,2025-10-18,2025-10-19T10:58:25.683447+00:00,56,4,0
h7YM8494NpQ,2025-10-18,2025-10-19T10:58:25.683453+00:00,35,1,0
k2fncMsl47M,2025-10-18,2025-10-19T10:58:25.683459+00:00,5844721,13,1
DDwOMxS4Zo0,2025-10-18,2025-10-19T10:58:25.683465+00:00,9320,335,27
7gXd05a9SP4,2025-10-18,2025-10-19T10:58:25.683471+00:00,8966,0,14
LpY5RAAiRyk,2025-10-18,2025-10-19T10:58:25.683482+00:00,5114,158,29
VqAOt64Miy4,2025-10-18,2025-10-19T10:58:25.683489+00:00,5035,32,0
-0F6BHeFi-o,2025-10-18,2025-10-19T10:58:25.683495+00:00,1004,8,0
HFoaMFWanLA,2025-10-18,2025-10-19T10:58:25.683501+00:00,97,4,0
_LuHKOcx3e8,2025-10-18,2025-10-19T10:58:25.683509+00:00,221,4,0
cp8wztaygzw,2025-10-18,2025-10-19T10:58:25.683516+00:00,112,4,0
AB3u8Tat-ek,2025-10-18,2025-10-19T10:58:25.683521+00:00,93,2,0
Nr2aVf5F_IQ,2025-10-18,2025-10-19T10:58:25.683528+00:00,177,6,1
AIWPk1omrAI,2025-10-18,2025-10-19T10:58:25.683535+00:00,25,0,0
7um6CY3Y0Bc,2025-10-18,2025-10-19T10:58:25.683541+00:00,2,0,0
zX_zaBoAOY0,2025-10-18,2025-10-19T10:58:25.683547+00:00,9651,742,37
W7ZxyXONt_Q,2025-10-18,2025-10-19T10:58:25.683554+00:00,1436,0,4
Bjpb5rp_Zxk,2025-10-18,2025-10-19T10:58:25.683560+00:00,1617,32,0
